rsi_p,fast_p,slow_p,k_p,d_p,avg_sharpe,avg_return,avg_calmar,avg_maxdd,avg_win_rate,avg_trades,n_stocks
4,15,50,8,20,0.5154420797715399,3.5709947770481687,0.2407938525256057,-0.4378542688699812,0.5552037279280824,68.66666666666667,9
4,15,50,8,28,0.5180148397608804,4.155012186123889,0.23772550857003727,-0.4454400222905146,0.5538948709970367,61.22222222222222,9
4,15,50,8,36,0.5352223111279089,4.160465323845936,0.2685840395588055,-0.4198524817250308,0.5549203909403582,56.0,9
4,15,50,8,44,0.5991655762322147,6.231252870636236,0.34549084674473807,-0.4073191653513719,0.5630821503672385,53.44444444444444,9
4,15,50,10,20,0.46089781678170133,3.7300532665205353,0.21200856461973386,-0.4536754596762024,0.5563378617195688,66.66666666666667,9
4,15,50,10,28,0.5712920326125048,5.958293304970397,0.29827572430840876,-0.4168337820293695,0.5907554550065572,59.55555555555556,9
4,15,50,10,36,0.568299361513041,4.3896482870018945,0.29408501160289274,-0.413333205943443,0.5582775255696149,54.77777777777778,9
4,15,50,10,44,0.5860943195735867,5.726187222669398,0.3384744898591964,-0.3945344909179021,0.5544906683222633,51.0,9
4,15,50,14,20,0.5447998463111126,3.834029802488734,0.2616509951304644,-0.4337546768711569,0.5773023024999288,62.333333333333336,9
4,15,50,14,28,0.5856880477885485,3.816915369227859,0.30619955692589235,-0.4173656689734273,0.5776215121101914,56.0,9
4,15,50,14,36,0.5822179879289322,4.29802679018213,0.33575567851726457,-0.37021559740509247,0.5865274680304025,49.666666666666664,9
4,15,50,14,44,0.6141412025564374,4.783934610256638,0.34953284436734056,-0.36889384996564684,0.5665004656076124,47.22222222222222,9
4,15,50,18,20,0.5325827759240025,2.5606455556003827,0.24648398182026637,-0.43321376045131693,0.5679759893558386,57.111111111111114,9
4,15,50,18,28,0.551023613111841,3.6950521336843796,0.29496236343399246,-0.40821265222824443,0.5843157697448689,51.0,9
4,15,50,18,36,0.6014684306563421,4.3732385829599645,0.3130614411424276,-0.38456322396637993,0.5890320562422011,46.111111111111114,9
4,15,50,18,44,0.7191850201156664,5.678993022859211,0.4246838803142547,-0.3493699466682746,0.6247002997002996,43.333333333333336,9
4,15,50,22,20,0.5449495131512042,3.0178805714321606,0.27037124311221045,-0.4091548786833627,0.5893846000052508,52.111111111111114,9
4,15,50,22,28,0.5908972355313694,3.441964111898851,0.28793435804918877,-0.4031673521263527,0.6082018841013327,47.0,9
4,15,50,22,36,0.7402922179044059,6.109708020636354,0.4315466315825117,-0.3595619616151523,0.6438050249305357,43.22222222222222,9
4,15,50,22,44,0.7785377222539558,6.037673757585583,0.47432188146433824,-0.36044810978062114,0.6472492200049893,39.55555555555556,9
4,15,60,8,20,0.5147492939112184,3.2000667397845834,0.26914159492804435,-0.39727829571549217,0.5516956627167159,70.77777777777777,9
4,15,60,8,28,0.5477857400283639,3.1691811624275594,0.27989988447212216,-0.410630562570718,0.5438757218819954,61.111111111111114,9
